191	DB_NOOP	GLO_Arena.txt:700
109	ObjectClearFlag	GLO_Arena.txt:44
69	ObjectSetFlag	GLO_Arena.txt:687
64	Proc_StartDialog	GLO_Arena.txt:1044
51	QRY_SpeakerIsAvailable	QRY_Characters.txt:20
45	GlobalClearFlag	GLO_Arena.txt:92
36	CharacterMakeStoryNpc	_AAA_FirstGoal.txt:114
35	SetOnStage	GLO_Arena.txt:27
33	SetStoryEvent	GLO_Arena.txt:954
30	SetHasDialog	GLO_PartyPresets.txt:157
29	GlobalSetFlag	GLO_Arena.txt:137
28	SetTag	GLO_Arena.txt:858
25	DebugText	GLO_Arena.txt:34
24	ProcItemSetInvulnerableForDialog	_AAA_FirstGoal.txt:121
24	TeleportTo	GLO_Arena.txt:569
23	ProcFaceCharacter	__GLOBAL_Dialogs.txt:311
22	QRY_PrepForInteractiveDialog	__GLOBAL_Dialogs.txt:289
21	ProcRemovePolymorphsFromPlayer	_GLOBAL_Shared_Shapeshifting.txt:88
20	PlayAnimation	GLO_Arena.txt:1015
20	RemoveStatus	GLO_Arena.txt:1292
19	IsTagged	_CRIME_CrimeTriggers.txt:823
18	ClearTag	GLO_Arena.txt:869
18	DB_Noop	GLO_PartyPresets.txt:14
18	DialogRequestStop	GLO_Arena.txt:541
18	RequestProcessed	_CRIME_CrimeTriggers.txt:3835
18	SetVarFixedString	GLO_Follower.txt:11
18	SetVarInteger	_AdvancedSneakTriggerSpotter.txt:64
16	DB_HasMetCharactersToCheck	__GLOBAL_Dialogs.txt:317
16	ProcObjectTimer	_CRIME_CrimeTriggers.txt:973
15	ProcTriggerRegisterForPlayers	_AAA_FirstGoal.txt:616
15	UserSetFlag	GLO_Arena.txt:119
14	CharacterMoveToAndTalkRequestDialogFailed	_CRIME_CrimeTriggers.txt:1002
14	DB_FoundDialog	__GLOBAL_Dialogs.txt:597
14	Proc_DialogFlagSetup	__GLOBAL_Dialogs.txt:207
14	QuestArchive	_Global_JournalHelper.txt:486
13	CharacterSetFightMode	_CRIME_CrimeTriggers.txt:3047
13	CharacterStopCrime	GLO_Checkpoints.txt:155
13	ItemToInventory	_GLOBAL_ItemEvents.txt:169
12	CharacterRegisterCrime	_CRIME_CrimeTriggers.txt:231
12	CharacterSetRelationFactionToFaction	_Greevers_Little_Helpers.txt:909
12	DB_Arena_PlayerParticipants	GLO_Arena.txt:314
12	DB_LoopEffect	_GLOBAL_Effects.txt:20
12	HasActiveStatus	QRY_Characters.txt:87
12	ProcCrimeClearVandaliseDB	_CRIME_CrimeTriggers.txt:3297
12	QRY_CrimeNPCUnAvailableForDialog	_CRIME_CrimeTriggers.txt:3533
12	QRY_StartDialog	__GLOBAL_Dialogs.txt:201
12	SetFaction	GLO_Arena.txt:571
12	SetVarObject	_AdvancedSneakTriggerSpotter.txt:34
12	StartDialog_Internal	__GLOBAL_Dialogs.txt:205
12	TimerLaunch	GLO_Arena.txt:1025
11	CharacterLookAt	_CRIME_CrimeTriggers.txt:753
11	CharacterMoveTo	_Greevers_Little_Helpers.txt:1220
11	DB_IsPlayer	GLO_PartyPresets.txt:155
11	DB_OneShot_DialogSpeakers	__OneshotDialogs.txt:12
11	DebugBreak	_CRIME_CrimeTriggers.txt:4415
11	ProcStopLoopEffect	_GLOBAL_Effects.txt:155
11	QRY_GetFairRand	_Greevers_Little_Helpers.txt:387
10	CharacterDisableAllCrimes	_CRIME_CrimeTriggers.txt:125
10	DB_CustomCombineItemResponse	_CRIME_CrimeTriggers.txt:4331
10	DB_Internal_Dialogs	__PROC.txt:150
10	DB_PartyDecisionDialog_OutcomeEvent	_GLOBAL_Shared_PartyDecisionDialogs.txt:100
10	ProcMakeNPCHostile	_CRIME_CrimeTriggers.txt:911
10	Proc_CharacterSetTemporaryHostileRelation	_CRIME_CrimeTriggers.txt:1583
9	CharacterAddAttitudeTowardsPlayer	_CRIME_CrimeTriggers.txt:3519
9	CharacterEnableCrime	_CRIME_CrimeTriggers.txt:146
9	CharacterPurgeQueue	GLO_Follower.txt:16
9	CharacterSetRelationIndivFactionToIndivFaction	_GLO_Shared_PartyMembers.txt:555
9	DB_NoOp	_GLO_Shared_Origins.txt:511
9	FireOsirisEvents	GLO_PartyPresets.txt:195
9	IsSpeakerReserved	QRY_Characters.txt:71
9	MakePlayerActive	GLO_Arena.txt:659
9	ProcClearAssaultDBForCrime	_CRIME_CrimeTriggers.txt:1834
9	ProcTriggerUnregisterForPlayers	_AAA_FirstGoal.txt:637
9	TriggerUnregisterForCharacter	GLO_Follower.txt:112
8	ApplyStatus	GLO_Arena.txt:636
8	CharacterMakePlayer	GLO_PartyPresets.txt:169
8	CharacterSetTemporaryHostileRelation	_Attitude.txt:16
8	CrimeConfrontationDone	_CRIME_CrimeTriggers.txt:413
8	DB_CombatCharacters	_CRIME_CrimeTriggers.txt:1813
8	DB_LoopBeamEffect	_GLOBAL_Effects.txt:28
8	DB_OneShotPlayerTrigger	_Global_Autosave.txt:12
8	DB_SneakTriggerSpotter	GLO_Checkpoints.txt:32
8	DB_TutorialInfo	_GLOBAL_TutorialMessages.txt:533
8	IntegerSum	_CRIME_CrimeTriggers.txt:2021
8	PartySetFlag	GLO_Arena.txt:120
8	ProcSetMagicPocketsOwnershipFlag	_GLOBAL_ItemEvents.txt:485
8	SetInArena	GLO_Arena.txt:570
8	TriggerRegisterForCharacter	GLO_Follower.txt:103
8	UserClearFlag	GLO_Arena.txt:72
7	CharacterRegisterCrimeWithPosition	_CRIME_CrimeTriggers.txt:245
7	CharacterSetImmortal	GLO_Arena.txt:26
7	DB_Arena_CharIsAlive	GLO_Arena.txt:568
7	DB_Crime_PlayerAttacked	_CRIME_CrimeTriggers.txt:1847
7	DB_FairRandAmount	_Greevers_Little_Helpers.txt:403
7	DB_GLO_LVHub_GetUserChestResult	_GLO_Homestead_PlayerChests.txt:139
7	DialogSetVariableInt	_AAA_FirstGoal.txt:205
7	ItemTemplateAddTo	_GLOBAL_ItemEvents.txt:177
7	PlayEffect	_Global_Procedure.txt:402
7	PlaySound	_GLO_Shared_Origins.txt:943
7	ProcForceStopDialog	Shared_CombatDialogs.txt:18
7	ProcRemoveAllDialogEntriesForSpeaker	GLO_PartyPresets.txt:156
7	Proc_PyramidLeaveBlockerTrigger	_GLOBAL_TeleporterPyramids.txt:106
7	QryCrimeItemHasNPCOwner	_CRIME_CrimeTriggers.txt:4298
7	UnlockSecretRegion	_Global_Procedure.txt:428
6	CharacterDisableCrime	_CRIME_CrimeTriggers.txt:139
6	CharacterFlushQueue	GLO_Arena.txt:953
6	CharacterSetRelationFactionToIndivFaction	_GLO_Shared_PartyMembers.txt:538
6	CharacterSetRelationIndivFactionToFaction	_GLO_Shared_PartyMembers.txt:537
6	CrimeInterrogationDone	_CRIME_CrimeTriggers.txt:900
6	DB_GLOBAL_Shapeshifting_PolymorphStatus	_CRIME_CrimeBribes.txt:32
6	DB_TargetInstancespeakers	__GLOBAL_Dialogs.txt:843
6	ObjectIsCharacter	QRY_Characters.txt:33
6	ProcCharacterDisappearOutOfSight	_CRIME_CrimeTriggers.txt:2269
6	ProcCharacterEnableCrime	_CRIME_CrimeTriggers.txt:330
6	ProcClearMagicPocketsOwnershipFlag	_GLOBAL_ItemEvents.txt:492
6	ProcCrimeCheckRegisterUseForbiddenItem	_CRIME_CrimeTriggers.txt:4019
6	ProcCrimeInterruptStoryDialogs	_CRIME_CrimeTriggers.txt:583
6	ProcFixPlayerAlignments	_PlayerAlignments.txt:102
6	ProcRestoreGenericBehaviour	_CRIME_CrimeTriggers.txt:993
6	ProcTryStopDialogFor	_CRIME_CrimeTriggers.txt:3669
6	QryCrimeCharacterIsSummonOrNull	_CRIME_CrimeTriggers.txt:801
6	Random	_CRIME_CrimeTriggers.txt:1799
6	RealSum	_CRIME_CrimeTriggers.txt:1650
