134	DB_IsPlayer	GLO_Follower.txt:90
95	ObjectFlagSet	GLO_Arena.txt:30
72	DialogEnded	GLO_Arena.txt:61
65	StoryEvent	GLO_Arena.txt:1033
44	DB_CombatCharacters	GLO_Arena.txt:657
39	DB_DialogNPCs	GLO_Checkpoints.txt:44
37	DB_DialogPlayers	ZZZ_LastGoal.txt:47
34	IsTagged	Z_Shared_CharacterCreation.txt:305
31	StringConcatenate	GLO_BidirShovelTunnel.txt:10
28	TextEventSet	_CRIME_Prison.txt:647
23	CharacterEnteredTrigger	GLO_Follower.txt:115
23	CharacterIsPlayer	GLO_Arena.txt:643
23	CharacterUsedItem	_GLOBAL_TeleporterPyramids.txt:24
19	DB_TeleporterPyramid	_GLOBAL_TeleporterPyramids.txt:8
18	CharacterGetHostCharacter	_GLOBAL_Shared_Shapeshifting.txt:150
18	QRY_SpeakerIsAvailable	_GLOBAL_TutorialMessages.txt:150
17	DialogStarted	GLO_Arena.txt:47
16	DB_Dead	_AAA_FirstGoal.txt:478
16	DB_FollowerOwners	GLO_Follower.txt:70
16	ObjectGetFlag	_CRIME_CrimeTriggers.txt:654
15	CharacterDied	_AAA_FirstGoal.txt:543
15	ObjectEnteredCombat	GLO_Checkpoints.txt:35
14	SavegameLoaded	GLO_Arena.txt:1196
13	CharacterGetReservedUserID	GLO_Arena.txt:53
13	CharacterOnCrimeSensibleActionNotification	_CRIME_CrimeTriggers.txt:300
13	CharacterReservedUserIDChanged	GLO_Arena.txt:1295
13	CrimeGetType	_CRIME_CrimeTriggers.txt:385
13	DB_CompanionAvatarBond	_GLO_Shared_Origins.txt:443
13	DB_Crime_Assault	_CRIME_CrimeTriggers.txt:1692
13	DialogGetInvolvedPlayer	GLO_Arena.txt:51
13	GetTextEventParamString	_Greevers_Little_Helpers.txt:1304
13	GlobalGetFlag	GLO_Arena.txt:548
13	IntegerSum	_AAA_FirstGoal.txt:425
13	ItemAddedToCharacter	_GLOBAL_ItemEvents.txt:480
12	DB_InCharacterCreation	Z_Shared_CharacterCreation.txt:113
12	GetVarInteger	GLO_Follower.txt:52
12	ObjectLeftCombat	_CRIME_CrimeTriggers.txt:1729
12	RegionStarted	GLO_Follower.txt:86
11	CharacterItemEvent	_GLOBAL_ItemEvents.txt:81
11	CharacterLeftTrigger	GLO_Checkpoints.txt:51
11	CharacterMoveToAndTalkRequestDialog	_CRIME_CrimeTriggers.txt:940
10	CharacterCreationFinished	ZZZ_LastGoal.txt:90
10	CharacterDying	GLO_Arena.txt:599
10	DB_CharacterMoveToAndTalk_CharacerIsMoving	_Global_RunUpAndChat.txt:36
10	DB_CurrentLevel	Sandbox.txt:16
10	DB_Dialogs	_Waypoints.txt:200
10	DB_Followers	GLO_Follower.txt:9
10	GetTextEventParamInteger	_Greevers_Little_Helpers.txt:1284
10	GetUserProfileID	GLO_Arena_LMS.txt:438
10	GetVarObject	GLO_Follower.txt:39
10	HasActiveStatus	GLO_Arena.txt:649
10	ObjectIsCharacter	_CRIME_CrimeTriggers.txt:1605
10	TimerFinished	GLO_Arena.txt:1028
9	CharacterJoinedParty	_CRIME_CrimeTriggers.txt:842
9	DB_InRegion	GLO_Checkpoints.txt:57
9	QRY_VersionIsOlderThan	_CRIME_CrimeTriggers.txt:4602
8	AttackedByObject	_CRIME_CrimeTriggers.txt:1688
8	AutomatedDialogEnded	GLO_Arena.txt:1047
8	CharacterGetAttitudeTowardsPlayer	_GLO_Shared_Origins.txt:445
8	CharacterStatusRemoved	GLO_Arena.txt:1270
8	DB_Arresting	_CRIME_Prison.txt:179
8	DB_WaypointInfo	_GLOBAL_TutorialMessages.txt:236
8	DialogGetInvolvedNPC	_GLOBAL_ItemEvents.txt:911
8	GlobalFlagSet	GLO_Arena.txt:123
8	ObjectExists	_CRIME_CrimeTriggers.txt:778
8	ObjectTurnStarted	GLO_Arena.txt:641
7	CharacterKilledBy	_CRIME_CrimeTriggers.txt:2582
7	CharacterResurrected	GLO_Arena.txt:612
7	CharacterStatusApplied	GLO_Arena.txt:678
7	CharacterWentOnStage	GLO_Follower.txt:68
7	DB_HostileToPlayerGroupCancelFlag	_Greevers_Little_Helpers.txt:834
7	DB_Illusionist	_Global_Homestead.txt:17
